ScanNumber	ScanTypeName	ScanType
2569	HMS	1
2570	CID-MSn	2
2571	CID-MSn	2
2572	CID-MSn	2
2573	HMS	1
2574	CID-MSn	2
2575	CID-MSn	2
2576	CID-MSn	2
2577	HMS	1
2578	CID-MSn	2
2579	CID-MSn	2
2580	CID-MSn	2
2581	HMS	1
2582	CID-MSn	2
2583	CID-MSn	2
2584	CID-MSn	2
2585	HMS	1
2586	CID-MSn	2
2587	CID-MSn	2
2588	CID-MSn	2
2589	HMS	1
2590	CID-MSn	2
2591	CID-MSn	2
2592	CID-MSn	2
2593	HMS	1
2594	CID-MSn	2
2595	CID-MSn	2
2596	CID-MSn	2
2597	HMS	1
2598	CID-MSn	2
2599	CID-MSn	2
2600	CID-MSn	2
2601	HMS	1
2602	CID-MSn	2
2603	CID-MSn	2
2604	CID-MSn	2
2605	HMS	1
2606	CID-MSn	2
2607	CID-MSn	2
2608	CID-MSn	2
2609	HMS	1
2610	CID-MSn	2
2611	CID-MSn	2
2612	CID-MSn	2
2613	HMS	1
2614	CID-MSn	2
2615	CID-MSn	2
2616	CID-MSn	2
2617	HMS	1
2618	CID-MSn	2
2619	CID-MSn	2
2620	CID-MSn	2
2621	HMS	1
2622	CID-MSn	2
2623	CID-MSn	2
2624	CID-MSn	2
2625	HMS	1
2626	CID-MSn	2
2627	CID-MSn	2
2628	CID-MSn	2
2629	HMS	1
2630	CID-MSn	2
2631	CID-MSn	2
2632	CID-MSn	2
2633	HMS	1
2634	CID-MSn	2
2635	CID-MSn	2
2636	CID-MSn	2
2637	HMS	1
2638	CID-MSn	2
2639	CID-MSn	2
2640	CID-MSn	2
2641	HMS	1
2642	CID-MSn	2
2643	CID-MSn	2
2644	CID-MSn	2
2645	HMS	1
2646	CID-MSn	2
2647	CID-MSn	2
2648	CID-MSn	2
2649	HMS	1
2650	CID-MSn	2
2651	CID-MSn	2
2652	CID-MSn	2
2653	HMS	1
2654	CID-MSn	2
2655	CID-MSn	2
2656	CID-MSn	2
2657	HMS	1
2658	CID-MSn	2
2659	CID-MSn	2
2660	CID-MSn	2
2661	HMS	1
2662	CID-MSn	2
2663	CID-MSn	2
2664	CID-MSn	2
2665	HMS	1
2666	CID-MSn	2
2667	CID-MSn	2
2668	CID-MSn	2
2669	HMS	1
2670	CID-MSn	2
2671	CID-MSn	2
2672	CID-MSn	2
2673	HMS	1
2674	CID-MSn	2
2675	CID-MSn	2
2676	CID-MSn	2
2677	HMS	1
2678	CID-MSn	2
2679	CID-MSn	2
2680	CID-MSn	2
2681	HMS	1
2682	CID-MSn	2
2683	CID-MSn	2
2684	CID-MSn	2
2685	HMS	1
2686	CID-MSn	2
2687	CID-MSn	2
2688	CID-MSn	2
2689	HMS	1
2690	CID-MSn	2
2691	CID-MSn	2
2692	CID-MSn	2
2693	HMS	1
2694	CID-MSn	2
2695	CID-MSn	2
2696	CID-MSn	2
2697	HMS	1
2698	CID-MSn	2
2699	CID-MSn	2
2700	CID-MSn	2
2701	HMS	1
2702	CID-MSn	2
2703	CID-MSn	2
2704	CID-MSn	2
2705	HMS	1
2706	CID-MSn	2
2707	CID-MSn	2
2708	CID-MSn	2
2709	HMS	1
2710	CID-MSn	2
2711	CID-MSn	2
2712	CID-MSn	2
2713	HMS	1
2714	CID-MSn	2
2715	CID-MSn	2
2716	CID-MSn	2
2717	HMS	1
2718	CID-MSn	2
2719	CID-MSn	2
2720	CID-MSn	2
2721	HMS	1
2722	CID-MSn	2
2723	CID-MSn	2
2724	CID-MSn	2
2725	HMS	1
2726	CID-MSn	2
2727	CID-MSn	2
2728	CID-MSn	2
2729	HMS	1
2730	CID-MSn	2
2731	CID-MSn	2
2732	CID-MSn	2
2733	HMS	1
2734	CID-MSn	2
2735	CID-MSn	2
2736	CID-MSn	2
2737	HMS	1
2738	CID-MSn	2
2739	CID-MSn	2
2740	CID-MSn	2
2741	HMS	1
2742	CID-MSn	2
2743	CID-MSn	2
2744	CID-MSn	2
2745	HMS	1
2746	CID-MSn	2
2747	CID-MSn	2
2748	CID-MSn	2
2749	HMS	1
2750	CID-MSn	2
2751	CID-MSn	2
2752	CID-MSn	2
2753	HMS	1
2754	CID-MSn	2
2755	CID-MSn	2
2756	CID-MSn	2
2757	HMS	1
2758	CID-MSn	2
2759	CID-MSn	2
2760	CID-MSn	2
2761	HMS	1
2762	CID-MSn	2
2763	CID-MSn	2
2764	CID-MSn	2
2765	HMS	1
2766	CID-MSn	2
2767	CID-MSn	2
2768	CID-MSn	2
2769	HMS	1
2770	CID-MSn	2
2771	CID-MSn	2
2772	CID-MSn	2
2773	HMS	1
2774	CID-MSn	2
2775	CID-MSn	2
2776	CID-MSn	2
2777	HMS	1
2778	CID-MSn	2
2779	CID-MSn	2
2780	CID-MSn	2
2781	HMS	1
2782	CID-MSn	2
2783	CID-MSn	2
2784	CID-MSn	2
2785	HMS	1
2786	CID-MSn	2
2787	CID-MSn	2
2788	CID-MSn	2
2789	HMS	1
2790	CID-MSn	2
2791	CID-MSn	2
2792	CID-MSn	2
2793	HMS	1
2794	CID-MSn	2
2795	CID-MSn	2
2796	CID-MSn	2
2797	HMS	1
2798	CID-MSn	2
2799	CID-MSn	2
2800	CID-MSn	2
2801	HMS	1
2802	CID-MSn	2
2803	CID-MSn	2
2804	CID-MSn	2
2805	HMS	1
2806	CID-MSn	2
2807	CID-MSn	2
2808	CID-MSn	2
2809	HMS	1
2810	CID-MSn	2
2811	CID-MSn	2
2812	CID-MSn	2
2813	HMS	1
2814	CID-MSn	2
2815	CID-MSn	2
2816	CID-MSn	2
2817	HMS	1
2818	CID-MSn	2
2819	CID-MSn	2
2820	CID-MSn	2
2821	HMS	1
2822	CID-MSn	2
2823	CID-MSn	2
2824	CID-MSn	2
2825	HMS	1
2826	CID-MSn	2
2827	CID-MSn	2
2828	CID-MSn	2
2829	HMS	1
2830	CID-MSn	2
2831	CID-MSn	2
2832	CID-MSn	2
2833	HMS	1
2834	CID-MSn	2
2835	CID-MSn	2
2836	CID-MSn	2
2837	HMS	1
2838	CID-MSn	2
2839	CID-MSn	2
2840	CID-MSn	2
2841	HMS	1
2842	CID-MSn	2
2843	CID-MSn	2
2844	CID-MSn	2
2845	HMS	1
2846	CID-MSn	2
2847	CID-MSn	2
2848	CID-MSn	2
2849	HMS	1
2850	CID-MSn	2
2851	CID-MSn	2
2852	CID-MSn	2
2853	HMS	1
2854	CID-MSn	2
2855	CID-MSn	2
2856	CID-MSn	2
2857	HMS	1
2858	CID-MSn	2
2859	CID-MSn	2
2860	CID-MSn	2
2861	HMS	1
2862	CID-MSn	2
2863	CID-MSn	2
2864	CID-MSn	2
2865	HMS	1
2866	CID-MSn	2
2867	CID-MSn	2
2868	CID-MSn	2
2869	HMS	1
2870	CID-MSn	2
2871	CID-MSn	2
2872	CID-MSn	2
2873	HMS	1
2874	CID-MSn	2
2875	CID-MSn	2
2876	CID-MSn	2
2877	HMS	1
2878	CID-MSn	2
2879	CID-MSn	2
2880	CID-MSn	2
2881	HMS	1
2882	CID-MSn	2
2883	CID-MSn	2
2884	CID-MSn	2
2885	HMS	1
2886	CID-MSn	2
2887	CID-MSn	2
2888	CID-MSn	2
2889	HMS	1
2890	CID-MSn	2
2891	CID-MSn	2
2892	CID-MSn	2
2893	HMS	1
2894	CID-MSn	2
2895	CID-MSn	2
2896	CID-MSn	2
2897	HMS	1
2898	CID-MSn	2
2899	CID-MSn	2
2900	CID-MSn	2
2901	HMS	1
2902	CID-MSn	2
2903	CID-MSn	2
2904	CID-MSn	2
2905	HMS	1
2906	CID-MSn	2
2907	CID-MSn	2
2908	CID-MSn	2
2909	HMS	1
2910	CID-MSn	2
2911	CID-MSn	2
2912	CID-MSn	2
2913	HMS	1
2914	CID-MSn	2
2915	CID-MSn	2
2916	CID-MSn	2
2917	HMS	1
2918	CID-MSn	2
2919	CID-MSn	2
2920	CID-MSn	2
2921	HMS	1
2922	CID-MSn	2
2923	CID-MSn	2
2924	CID-MSn	2
2925	HMS	1
2926	CID-MSn	2
2927	CID-MSn	2
2928	CID-MSn	2
2929	HMS	1
2930	CID-MSn	2
2931	CID-MSn	2
2932	CID-MSn	2
2933	HMS	1
2934	CID-MSn	2
2935	CID-MSn	2
2936	CID-MSn	2
2937	HMS	1
2938	CID-MSn	2
2939	CID-MSn	2
2940	CID-MSn	2
2941	HMS	1
2942	CID-MSn	2
2943	CID-MSn	2
2944	CID-MSn	2
2945	HMS	1
2946	CID-MSn	2
2947	CID-MSn	2
2948	CID-MSn	2
2949	HMS	1
2950	CID-MSn	2
2951	CID-MSn	2
2952	CID-MSn	2
2953	HMS	1
2954	CID-MSn	2
2955	CID-MSn	2
2956	CID-MSn	2
2957	HMS	1
2958	CID-MSn	2
2959	CID-MSn	2
2960	CID-MSn	2
2961	HMS	1
2962	CID-MSn	2
2963	CID-MSn	2
2964	CID-MSn	2
2965	HMS	1
2966	CID-MSn	2
2967	CID-MSn	2
2968	CID-MSn	2
2969	HMS	1
2970	CID-MSn	2
2971	CID-MSn	2
2972	CID-MSn	2
2973	HMS	1
2974	CID-MSn	2
2975	CID-MSn	2
2976	CID-MSn	2
2977	HMS	1
2978	CID-MSn	2
2979	CID-MSn	2
2980	CID-MSn	2
2981	HMS	1
2982	CID-MSn	2
2983	CID-MSn	2
2984	CID-MSn	2
2985	HMS	1
2986	CID-MSn	2
2987	CID-MSn	2
2988	CID-MSn	2
2989	HMS	1
2990	CID-MSn	2
2991	CID-MSn	2
2992	CID-MSn	2
2993	HMS	1
2994	CID-MSn	2
2995	CID-MSn	2
2996	CID-MSn	2
2997	HMS	1
2998	CID-MSn	2
2999	CID-MSn	2
3000	CID-MSn	2
3001	HMS	1
3002	CID-MSn	2
3003	CID-MSn	2
3004	CID-MSn	2
3005	HMS	1
3006	CID-MSn	2
3007	CID-MSn	2
3008	CID-MSn	2
3009	HMS	1
3010	CID-MSn	2
3011	CID-MSn	2
3012	CID-MSn	2
3013	HMS	1
3014	CID-MSn	2
3015	CID-MSn	2
3016	CID-MSn	2
3017	HMS	1
3018	CID-MSn	2
3019	CID-MSn	2
3020	CID-MSn	2
3021	HMS	1
3022	CID-MSn	2
3023	CID-MSn	2
3024	CID-MSn	2
3025	HMS	1
3026	CID-MSn	2
3027	CID-MSn	2
3028	CID-MSn	2
3029	HMS	1
3030	CID-MSn	2
3031	CID-MSn	2
3032	CID-MSn	2
3033	HMS	1
3034	CID-MSn	2
3035	CID-MSn	2
3036	CID-MSn	2
3037	HMS	1
3038	CID-MSn	2
3039	CID-MSn	2
3040	CID-MSn	2
3041	HMS	1
3042	CID-MSn	2
3043	CID-MSn	2
3044	CID-MSn	2
3045	HMS	1
3046	CID-MSn	2
3047	CID-MSn	2
3048	CID-MSn	2
3049	HMS	1
3050	CID-MSn	2
3051	CID-MSn	2
3052	CID-MSn	2
3053	HMS	1
3054	CID-MSn	2
3055	CID-MSn	2
3056	CID-MSn	2
3057	HMS	1
3058	CID-MSn	2
3059	CID-MSn	2
3060	CID-MSn	2
3061	HMS	1
3062	CID-MSn	2
3063	CID-MSn	2
3064	CID-MSn	2
3065	HMS	1
3066	CID-MSn	2
3067	CID-MSn	2
3068	CID-MSn	2
3069	HMS	1
3070	CID-MSn	2
3071	CID-MSn	2
3072	CID-MSn	2
3073	HMS	1
3074	CID-MSn	2
3075	CID-MSn	2
3076	CID-MSn	2
3077	HMS	1
3078	CID-MSn	2
3079	CID-MSn	2
3080	CID-MSn	2
3081	HMS	1
3082	CID-MSn	2
3083	CID-MSn	2
3084	CID-MSn	2
3085	HMS	1
3086	CID-MSn	2
3087	CID-MSn	2
3088	CID-MSn	2
3089	HMS	1
3090	CID-MSn	2
3091	CID-MSn	2
3092	CID-MSn	2
3093	HMS	1
3094	CID-MSn	2
3095	CID-MSn	2
3096	CID-MSn	2
3097	HMS	1
3098	CID-MSn	2
3099	CID-MSn	2
3100	CID-MSn	2
3101	HMS	1
3102	CID-MSn	2
3103	CID-MSn	2
3104	CID-MSn	2
3105	HMS	1
3106	CID-MSn	2
3107	CID-MSn	2
3108	CID-MSn	2
3109	HMS	1
3110	CID-MSn	2
3111	CID-MSn	2
3112	CID-MSn	2
3113	HMS	1
3114	CID-MSn	2
3115	CID-MSn	2
3116	CID-MSn	2
3117	HMS	1
3118	CID-MSn	2
3119	CID-MSn	2
3120	CID-MSn	2
3121	HMS	1
3122	CID-MSn	2
3123	CID-MSn	2
3124	CID-MSn	2
3125	HMS	1
3126	CID-MSn	2
3127	CID-MSn	2
3128	CID-MSn	2
3129	HMS	1
3130	CID-MSn	2
3131	CID-MSn	2
3132	CID-MSn	2
3133	HMS	1
3134	CID-MSn	2
3135	CID-MSn	2
3136	CID-MSn	2
3137	HMS	1
3138	CID-MSn	2
3139	CID-MSn	2
3140	CID-MSn	2
3141	HMS	1
3142	CID-MSn	2
3143	CID-MSn	2
3144	CID-MSn	2
3145	HMS	1
3146	CID-MSn	2
3147	CID-MSn	2
3148	CID-MSn	2
3149	HMS	1
3150	CID-MSn	2
3151	CID-MSn	2
3152	CID-MSn	2
3153	HMS	1
3154	CID-MSn	2
3155	CID-MSn	2
3156	CID-MSn	2
3157	HMS	1
3158	CID-MSn	2
3159	CID-MSn	2
3160	CID-MSn	2
3161	HMS	1
3162	CID-MSn	2
3163	CID-MSn	2
3164	CID-MSn	2
3165	HMS	1
3166	CID-MSn	2
3167	CID-MSn	2
3168	CID-MSn	2
3169	HMS	1
3170	CID-MSn	2
3171	CID-MSn	2
3172	CID-MSn	2
3173	HMS	1
3174	CID-MSn	2
3175	CID-MSn	2
3176	CID-MSn	2
3177	HMS	1
3178	CID-MSn	2
3179	CID-MSn	2
3180	CID-MSn	2
3181	HMS	1
3182	CID-MSn	2
3183	CID-MSn	2
3184	CID-MSn	2
3185	HMS	1
3186	CID-MSn	2
3187	CID-MSn	2
3188	CID-MSn	2
3189	HMS	1
3190	CID-MSn	2
3191	CID-MSn	2
3192	CID-MSn	2
3193	HMS	1
3194	CID-MSn	2
3195	CID-MSn	2
3196	CID-MSn	2
3197	HMS	1
3198	CID-MSn	2
3199	CID-MSn	2
3200	CID-MSn	2
3201	HMS	1
3202	CID-MSn	2
3203	CID-MSn	2
3204	CID-MSn	2
3205	HMS	1
3206	CID-MSn	2
3207	CID-MSn	2
3208	CID-MSn	2
3209	HMS	1
3210	CID-MSn	2
3211	CID-MSn	2
3212	CID-MSn	2
3213	HMS	1
3214	CID-MSn	2
3215	CID-MSn	2
3216	CID-MSn	2
3217	HMS	1
3218	CID-MSn	2
3219	CID-MSn	2
3220	CID-MSn	2
3221	HMS	1
3222	CID-MSn	2
3223	CID-MSn	2
3224	CID-MSn	2
3225	HMS	1
3226	CID-MSn	2
3227	CID-MSn	2
3228	CID-MSn	2
3229	HMS	1
3230	CID-MSn	2
3231	CID-MSn	2
3232	CID-MSn	2
3233	HMS	1
3234	CID-MSn	2
3235	CID-MSn	2
3236	CID-MSn	2
3237	HMS	1
3238	CID-MSn	2
3239	CID-MSn	2
3240	CID-MSn	2
3241	HMS	1
3242	CID-MSn	2
3243	CID-MSn	2
3244	CID-MSn	2
3245	HMS	1
3246	CID-MSn	2
3247	CID-MSn	2
3248	CID-MSn	2
3249	HMS	1
3250	CID-MSn	2
3251	CID-MSn	2
3252	CID-MSn	2
3253	HMS	1
3254	CID-MSn	2
3255	CID-MSn	2
3256	CID-MSn	2
3257	HMS	1
3258	CID-MSn	2
3259	CID-MSn	2
3260	CID-MSn	2
3261	HMS	1
3262	CID-MSn	2
3263	CID-MSn	2
3264	CID-MSn	2
3265	HMS	1
3266	CID-MSn	2
3267	CID-MSn	2
3268	CID-MSn	2
3269	HMS	1
3270	CID-MSn	2
3271	CID-MSn	2
3272	CID-MSn	2
3273	HMS	1
3274	CID-MSn	2
3275	CID-MSn	2
3276	CID-MSn	2
3277	HMS	1
3278	CID-MSn	2
3279	CID-MSn	2
3280	CID-MSn	2
3281	HMS	1
3282	CID-MSn	2
3283	CID-MSn	2
3284	CID-MSn	2
3285	HMS	1
3286	CID-MSn	2
3287	CID-MSn	2
3288	CID-MSn	2
3289	HMS	1
3290	CID-MSn	2
3291	CID-MSn	2
3292	CID-MSn	2
3293	HMS	1
3294	CID-MSn	2
3295	CID-MSn	2
3296	CID-MSn	2
3297	HMS	1
3298	CID-MSn	2
3299	CID-MSn	2
3300	CID-MSn	2
3301	HMS	1
3302	CID-MSn	2
3303	CID-MSn	2
3304	CID-MSn	2
3305	HMS	1
3306	CID-MSn	2
3307	CID-MSn	2
3308	CID-MSn	2
3309	HMS	1
3310	CID-MSn	2
3311	CID-MSn	2
3312	CID-MSn	2
3313	HMS	1
3314	CID-MSn	2
3315	CID-MSn	2
3316	CID-MSn	2
3317	HMS	1
3318	CID-MSn	2
3319	CID-MSn	2
3320	CID-MSn	2
3321	HMS	1
3322	CID-MSn	2
3323	CID-MSn	2
3324	CID-MSn	2
3325	HMS	1
3326	CID-MSn	2
3327	CID-MSn	2
3328	CID-MSn	2
3329	HMS	1
3330	CID-MSn	2
3331	CID-MSn	2
3332	CID-MSn	2
3333	HMS	1
3334	CID-MSn	2
3335	CID-MSn	2
3336	CID-MSn	2
3337	HMS	1
3338	CID-MSn	2
3339	CID-MSn	2
3340	CID-MSn	2
3341	HMS	1
3342	CID-MSn	2
3343	CID-MSn	2
3344	CID-MSn	2
3345	HMS	1
3346	CID-MSn	2
3347	CID-MSn	2
3348	CID-MSn	2
3349	HMS	1
3350	CID-MSn	2
3351	CID-MSn	2
3352	CID-MSn	2
3353	HMS	1
3354	CID-MSn	2
3355	CID-MSn	2
3356	CID-MSn	2
3357	HMS	1
3358	CID-MSn	2
3359	CID-MSn	2
3360	CID-MSn	2
3361	HMS	1
3362	CID-MSn	2
3363	CID-MSn	2
3364	CID-MSn	2
3365	HMS	1
3366	CID-MSn	2
3367	CID-MSn	2
3368	CID-MSn	2
3369	HMS	1
3370	CID-MSn	2
3371	CID-MSn	2
3372	CID-MSn	2
3373	HMS	1
3374	CID-MSn	2
3375	CID-MSn	2
3376	CID-MSn	2
3377	HMS	1
3378	CID-MSn	2
3379	CID-MSn	2
3380	CID-MSn	2
3381	HMS	1
3382	CID-MSn	2
3383	CID-MSn	2
3384	CID-MSn	2
3385	HMS	1
3386	CID-MSn	2
3387	CID-MSn	2
3388	CID-MSn	2
3389	HMS	1
3390	CID-MSn	2
3391	CID-MSn	2
3392	CID-MSn	2
3393	HMS	1
3394	CID-MSn	2
3395	CID-MSn	2
3396	CID-MSn	2
3397	HMS	1
3398	CID-MSn	2
3399	CID-MSn	2
3400	CID-MSn	2
3401	HMS	1
3402	CID-MSn	2
3403	CID-MSn	2
3404	CID-MSn	2
3405	HMS	1
3406	CID-MSn	2
3407	CID-MSn	2
3408	CID-MSn	2
3409	HMS	1
3410	CID-MSn	2
3411	CID-MSn	2
3412	CID-MSn	2
3413	HMS	1
3414	CID-MSn	2
3415	CID-MSn	2
3416	CID-MSn	2
3417	HMS	1
3418	CID-MSn	2
3419	CID-MSn	2
3420	CID-MSn	2
3421	HMS	1
3422	CID-MSn	2
3423	CID-MSn	2
3424	CID-MSn	2
3425	HMS	1
3426	CID-MSn	2
3427	CID-MSn	2
3428	CID-MSn	2
3429	HMS	1
3430	CID-MSn	2
3431	CID-MSn	2
3432	CID-MSn	2
3433	HMS	1
3434	CID-MSn	2
3435	CID-MSn	2
3436	CID-MSn	2
3437	HMS	1
3438	CID-MSn	2
3439	CID-MSn	2
3440	CID-MSn	2
3441	HMS	1
3442	CID-MSn	2
3443	CID-MSn	2
3444	CID-MSn	2
3445	HMS	1
3446	CID-MSn	2
3447	CID-MSn	2
3448	CID-MSn	2
3449	HMS	1
3450	CID-MSn	2
3451	CID-MSn	2
3452	CID-MSn	2
3453	HMS	1
3454	CID-MSn	2
3455	CID-MSn	2
3456	CID-MSn	2
3457	HMS	1
3458	CID-MSn	2
3459	CID-MSn	2
3460	CID-MSn	2
3461	HMS	1
3462	CID-MSn	2
3463	CID-MSn	2
3464	CID-MSn	2
3465	HMS	1
3466	CID-MSn	2
3467	CID-MSn	2
3468	CID-MSn	2
3469	HMS	1
3470	CID-MSn	2
3471	CID-MSn	2
3472	CID-MSn	2
3473	HMS	1
3474	CID-MSn	2
3475	CID-MSn	2
3476	CID-MSn	2
3477	HMS	1
3478	CID-MSn	2
3479	CID-MSn	2
3480	CID-MSn	2
3481	HMS	1
3482	CID-MSn	2
3483	CID-MSn	2
3484	CID-MSn	2
3485	HMS	1
3486	CID-MSn	2
3487	CID-MSn	2
3488	CID-MSn	2
3489	HMS	1
3490	CID-MSn	2
3491	CID-MSn	2
3492	CID-MSn	2
3493	HMS	1
3494	CID-MSn	2
3495	CID-MSn	2
3496	CID-MSn	2
3497	HMS	1
3498	CID-MSn	2
3499	CID-MSn	2
3500	CID-MSn	2
3501	HMS	1
3502	CID-MSn	2
3503	CID-MSn	2
3504	CID-MSn	2
3505	HMS	1
3506	CID-MSn	2
3507	CID-MSn	2
3508	CID-MSn	2
3509	HMS	1
3510	CID-MSn	2
3511	CID-MSn	2
3512	CID-MSn	2
3513	HMS	1
3514	CID-MSn	2
3515	CID-MSn	2
3516	CID-MSn	2
3517	HMS	1
3518	CID-MSn	2
3519	CID-MSn	2
3520	CID-MSn	2
3521	HMS	1
3522	CID-MSn	2
3523	CID-MSn	2
3524	CID-MSn	2
3525	HMS	1
3526	CID-MSn	2
3527	CID-MSn	2
3528	CID-MSn	2
3529	HMS	1
3530	CID-MSn	2
3531	CID-MSn	2
3532	CID-MSn	2
3533	HMS	1
3534	CID-MSn	2
3535	CID-MSn	2
3536	CID-MSn	2
3537	HMS	1
3538	CID-MSn	2
3539	CID-MSn	2
3540	CID-MSn	2
3541	HMS	1
3542	CID-MSn	2
3543	CID-MSn	2
3544	CID-MSn	2
3545	HMS	1
3546	CID-MSn	2
3547	CID-MSn	2
3548	CID-MSn	2
3549	HMS	1
3550	CID-MSn	2
3551	CID-MSn	2
3552	CID-MSn	2
3553	HMS	1
3554	CID-MSn	2
3555	CID-MSn	2
3556	CID-MSn	2
3557	HMS	1
3558	CID-MSn	2
3559	CID-MSn	2
3560	CID-MSn	2
3561	HMS	1
3562	CID-MSn	2
3563	CID-MSn	2
3564	CID-MSn	2
3565	HMS	1
3566	CID-MSn	2
3567	CID-MSn	2
3568	CID-MSn	2
3569	HMS	1
3570	CID-MSn	2
3571	CID-MSn	2
3572	CID-MSn	2
3573	HMS	1
3574	CID-MSn	2
3575	CID-MSn	2
3576	CID-MSn	2
3577	HMS	1
3578	CID-MSn	2
3579	CID-MSn	2
3580	CID-MSn	2
3581	HMS	1
3582	CID-MSn	2
3583	CID-MSn	2
3584	CID-MSn	2
3585	HMS	1
3586	CID-MSn	2
3587	CID-MSn	2
3588	CID-MSn	2
3589	HMS	1
3590	CID-MSn	2
3591	CID-MSn	2
3592	CID-MSn	2
3593	HMS	1
3594	CID-MSn	2
3595	CID-MSn	2
3596	CID-MSn	2
3597	HMS	1
3598	CID-MSn	2
3599	CID-MSn	2
3600	CID-MSn	2
3601	HMS	1
3602	CID-MSn	2
3603	CID-MSn	2
3604	CID-MSn	2
3605	HMS	1
3606	CID-MSn	2
3607	CID-MSn	2
3608	CID-MSn	2
3609	HMS	1
3610	CID-MSn	2
3611	CID-MSn	2
3612	CID-MSn	2
3613	HMS	1
3614	CID-MSn	2
3615	CID-MSn	2
3616	CID-MSn	2
3617	HMS	1
3618	CID-MSn	2
3619	CID-MSn	2
3620	CID-MSn	2
3621	HMS	1
3622	CID-MSn	2
3623	CID-MSn	2
3624	CID-MSn	2
3625	HMS	1
3626	CID-MSn	2
3627	CID-MSn	2
3628	CID-MSn	2
3629	HMS	1
3630	CID-MSn	2
3631	CID-MSn	2
3632	CID-MSn	2
3633	HMS	1
3634	CID-MSn	2
3635	CID-MSn	2
3636	CID-MSn	2
3637	HMS	1
3638	CID-MSn	2
3639	CID-MSn	2
3640	CID-MSn	2
3641	HMS	1
3642	CID-MSn	2
3643	CID-MSn	2
3644	CID-MSn	2
3645	HMS	1
3646	CID-MSn	2
3647	CID-MSn	2
3648	CID-MSn	2
3649	HMS	1
3650	CID-MSn	2
3651	CID-MSn	2
3652	CID-MSn	2
3653	HMS	1
3654	CID-MSn	2
3655	CID-MSn	2
3656	CID-MSn	2
3657	HMS	1
3658	CID-MSn	2
3659	CID-MSn	2
3660	CID-MSn	2
3661	HMS	1
3662	CID-MSn	2
3663	CID-MSn	2
3664	CID-MSn	2
3665	HMS	1
3666	CID-MSn	2
3667	CID-MSn	2
3668	CID-MSn	2
3669	HMS	1
3670	CID-MSn	2
3671	CID-MSn	2
3672	CID-MSn	2
3673	HMS	1
3674	CID-MSn	2
3675	CID-MSn	2
3676	CID-MSn	2
3677	HMS	1
3678	CID-MSn	2
3679	CID-MSn	2
3680	CID-MSn	2
3681	HMS	1
3682	CID-MSn	2
3683	CID-MSn	2
3684	CID-MSn	2
3685	HMS	1
3686	CID-MSn	2
3687	CID-MSn	2
3688	CID-MSn	2
3689	HMS	1
3690	CID-MSn	2
3691	CID-MSn	2
3692	CID-MSn	2
3693	HMS	1
3694	CID-MSn	2
3695	CID-MSn	2
3696	CID-MSn	2
3697	HMS	1
3698	CID-MSn	2
3699	CID-MSn	2
3700	CID-MSn	2
3701	HMS	1
3702	CID-MSn	2
3703	CID-MSn	2
3704	CID-MSn	2
3705	HMS	1
3706	CID-MSn	2
3707	CID-MSn	2
3708	CID-MSn	2
3709	HMS	1
3710	CID-MSn	2
3711	CID-MSn	2
3712	CID-MSn	2
3713	HMS	1
3714	CID-MSn	2
3715	CID-MSn	2
3716	CID-MSn	2
3717	HMS	1
3718	CID-MSn	2
3719	CID-MSn	2
3720	CID-MSn	2
3721	HMS	1
3722	CID-MSn	2
3723	CID-MSn	2
3724	CID-MSn	2
3725	HMS	1
3726	CID-MSn	2
3727	CID-MSn	2
3728	CID-MSn	2
3729	HMS	1
3730	CID-MSn	2
3731	CID-MSn	2
3732	CID-MSn	2
3733	HMS	1
3734	CID-MSn	2
3735	CID-MSn	2
3736	CID-MSn	2
3737	HMS	1
3738	CID-MSn	2
3739	CID-MSn	2
3740	CID-MSn	2
3741	HMS	1
3742	CID-MSn	2
3743	CID-MSn	2
3744	CID-MSn	2
3745	HMS	1
3746	CID-MSn	2
3747	CID-MSn	2
3748	CID-MSn	2
3749	HMS	1
3750	CID-MSn	2
3751	CID-MSn	2
3752	CID-MSn	2
3753	HMS	1
3754	CID-MSn	2
3755	CID-MSn	2
3756	CID-MSn	2
3757	HMS	1
3758	CID-MSn	2
3759	CID-MSn	2
3760	CID-MSn	2
3761	HMS	1
3762	CID-MSn	2
3763	CID-MSn	2
3764	CID-MSn	2
3765	HMS	1
3766	CID-MSn	2
3767	CID-MSn	2
3768	CID-MSn	2
3769	HMS	1
3770	CID-MSn	2
3771	CID-MSn	2
3772	CID-MSn	2
3773	HMS	1
3774	CID-MSn	2
3775	CID-MSn	2
3776	CID-MSn	2
3777	HMS	1
3778	CID-MSn	2
3779	CID-MSn	2
3780	CID-MSn	2
3781	HMS	1
3782	CID-MSn	2
3783	CID-MSn	2
3784	CID-MSn	2
3785	HMS	1
3786	CID-MSn	2
3787	CID-MSn	2
3788	CID-MSn	2
3789	HMS	1
3790	CID-MSn	2
3791	CID-MSn	2
3792	CID-MSn	2
3793	HMS	1
3794	CID-MSn	2
3795	CID-MSn	2
3796	CID-MSn	2
3797	HMS	1
3798	CID-MSn	2
3799	CID-MSn	2
3800	CID-MSn	2
3801	HMS	1
3802	CID-MSn	2
3803	CID-MSn	2
3804	CID-MSn	2
3805	HMS	1
3806	CID-MSn	2
3807	CID-MSn	2
3808	CID-MSn	2
3809	HMS	1
3810	CID-MSn	2
