Dataset	ScanNumber	AGC	Micro Scan Count	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	MS2 Isolation Width	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Collision Mode	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
534700	1252	Predicted	4	59.081	6	1	0.48	2	374.7268	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 374.73@cid35.00 [90.00-760.00]	2.50	1.05
534700	1253	Predicted	4	100.000	7	1	0.65	2	362.7311	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 362.73@cid35.00 [85.00-740.00]	2.50	1.05
534700	1254	Predicted	4	100.000	8	1	0.68	2	538.3122	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 538.31@cid35.00 [135.00-1090.00]	2.50	1.05
534700	1255	Predicted	4	100.000	9	1	0.69	2	558.3192	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 558.32@cid35.00 [140.00-1130.00]	2.50	1.05
534700	1256	Predicted	4	100.000	10	1	0.68	2	548.7690	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 548.77@cid35.00 [140.00-1110.00]	2.50	1.08
534700	1257	On	1	4.663	1	0	0.35	3	415.2154	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.08
534700	1258	Predicted	4	13.895	2	1	0.34	3	347.8687	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 347.87@cid35.00 [85.00-1055.00]	2.50	1.08
534700	1259	Predicted	4	58.137	3	1	0.48	2	365.7360	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 365.74@cid35.00 [90.00-745.00]	2.50	1.08
534700	1260	Predicted	4	84.354	4	1	0.64	3	409.2117	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 409.21@cid35.00 [100.00-1240.00]	2.50	1.05
534700	1261	Predicted	4	100.000	5	1	0.65	2	401.2737	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 401.27@cid35.00 [100.00-815.00]	2.50	1.05
534700	1262	Predicted	4	100.000	6	1	0.67	2	476.7754	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 476.78@cid35.00 [120.00-965.00]	2.50	1.05
534700	1263	Predicted	4	100.000	7	1	0.65	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 397.22@cid35.00 [95.00-805.00]	2.49	1.05
534700	1264	Predicted	4	100.000	8	1	0.71	2	650.2803	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 650.28@cid35.00 [165.00-1315.00]	2.49	1.05
534700	1265	On	1	4.773	1	0	0.35	3	415.2154	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	1.05
534700	1266	Predicted	4	5.227	2	1	0.33	3	415.2154	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 415.22@cid35.00 [100.00-1260.00]	2.50	1.06
534700	1267	Predicted	4	18.540	3	1	0.32	2	354.2300	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 354.23@cid35.00 [85.00-720.00]	2.50	1.06
534700	1268	Predicted	4	34.712	4	1	0.43	3	359.2091	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 359.21@cid35.00 [85.00-1090.00]	2.50	1.06
534700	1269	Predicted	4	100.000	5	1	0.64	2	313.1965	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 313.20@cid35.00 [75.00-640.00]	2.50	1.06
534700	1270	Predicted	4	100.000	6	1	0.80	6	328.8423	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 328.84@cid35.00 [80.00-1985.00]	2.50	1.06
534700	1271	Predicted	4	100.000	7	1	0.66	2	406.2212	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 406.22@cid35.00 [100.00-825.00]	2.50	1.04
534700	1272	Predicted	4	100.000	8	1	0.67	3	306.1755	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 306.18@cid35.00 [70.00-930.00]	2.50	1.04
534700	1273	Predicted	4	100.000	9	1	0.67	2	494.2938	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 494.29@cid35.00 [125.00-1000.00]	2.50	1.06
534700	1274	On	1	4.666	1	0	0.35	3	347.8686	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.06
534700	1275	Predicted	4	19.815	2	1	0.32	2	322.2198	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 322.22@cid35.00 [75.00-655.00]	2.50	1.06
534700	1276	Predicted	4	64.440	3	1	0.52	2	453.7601	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]	2.50	1.06
534700	1277	Predicted	4	93.351	4	1	0.63	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 417.26@cid35.00 [100.00-845.00]	2.50	1.07
534700	1278	Predicted	4	100.000	5	1	0.66	2	420.7606	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 420.76@cid35.00 [105.00-855.00]	2.50	1.07
534700	1279	Predicted	4	100.000	6	1	0.66	2	433.2505	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 433.25@cid35.00 [105.00-880.00]	2.50	1.07
534700	1280	Predicted	4	100.000	7	1	0.63	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 304.69@cid35.00 [70.00-620.00]	2.50	1.01
534700	1281	Predicted	4	96.840	8	1	0.63	2	319.7066	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 320.71@cid35.00 [75.00-655.00]	2.50	1.01
534700	1282	On	1	4.651	1	0	0.35	3	347.8685	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.01
534700	1283	Predicted	4	26.760	2	1	0.35	2	372.2462	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 372.25@cid35.00 [90.00-755.00]	2.49	1.00
534700	1284	Predicted	4	58.239	3	1	0.48	2	343.2126	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 343.21@cid35.00 [80.00-700.00]	2.49	1.00
534700	1285	Predicted	4	69.775	4	1	0.60	3	466.2535	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-1410.00]	2.49	1.00
534700	1286	Predicted	4	100.000	5	1	0.66	2	443.2632	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 443.26@cid35.00 [110.00-900.00]	2.49	1.00
534700	1287	Predicted	4	100.000	6	1	0.64	2	325.2019	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 325.20@cid35.00 [75.00-665.00]	2.49	1.01
534700	1288	Predicted	4	44.483	7	1	0.44	2	422.2734	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 422.77@cid35.00 [105.00-860.00]	2.49	1.01
534700	1289	Predicted	4	100.000	8	1	0.68	3	334.7987	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 334.80@cid35.00 [80.00-1015.00]	2.49	1.01
534700	1290	Predicted	4	100.000	9	1	0.66	2	426.2452	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 426.25@cid35.00 [105.00-865.00]	2.49	1.06
534700	1291	Predicted	4	100.000	10	1	0.65	2	387.2224	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 388.20@cid35.00 [95.00-790.00]	2.49	1.06
534700	1292	Predicted	4	100.000	11	1	0.67	2	501.6956	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 501.70@cid35.00 [125.00-1015.00]	2.49	1.06
534700	1293	On	1	5.286	1	0	0.35	2	348.7148	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.04
534700	1294	Predicted	4	30.402	2	1	0.38	2	434.7498	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 435.25@cid35.00 [105.00-885.00]	2.50	1.04
534700	1295	Predicted	4	100.000	3	1	0.67	2	480.7911	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 480.79@cid35.00 [120.00-975.00]	2.50	1.04
534700	1296	Predicted	4	100.000	4	1	0.65	2	399.7553	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 399.76@cid35.00 [100.00-810.00]	2.50	1.04
534700	1297	Predicted	4	100.000	5	1	0.68	2	521.3007	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 521.30@cid35.00 [130.00-1055.00]	2.50	1.03
534700	1298	Predicted	4	37.617	6	1	0.39	2	348.7148	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 349.72@cid35.00 [85.00-710.00]	2.50	1.03
534700	1299	Predicted	4	100.000	7	1	0.67	2	469.2822	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 469.28@cid35.00 [115.00-950.00]	2.50	1.03
534700	1300	Predicted	4	63.631	8	1	0.49	2	314.7017	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 315.20@cid35.00 [75.00-645.00]	2.50	1.06
534700	1301	Predicted	4	100.000	9	1	0.65	2	390.2159	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 390.22@cid35.00 [95.00-795.00]	2.50	1.06
534700	1302	Predicted	4	100.000	10	1	0.70	2	622.3200	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 622.32@cid35.00 [160.00-1255.00]	2.50	1.06
534700	1303	Predicted	4	100.000	11	1	0.65	2	367.7358	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 367.74@cid35.00 [90.00-750.00]	2.50	1.06
534700	1304	On	1	4.391	1	0	0.35	2	314.7018	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.06
534700	1305	Predicted	4	21.916	2	1	0.33	2	353.2115	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 353.21@cid35.00 [85.00-720.00]	2.50	1.06
534700	1306	Predicted	4	29.297	3	1	0.37	2	394.2314	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 394.23@cid35.00 [95.00-800.00]	2.50	1.06
534700	1307	Predicted	4	29.825	4	1	0.39	3	302.8437	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 302.84@cid35.00 [70.00-920.00]	2.50	1.07
534700	1308	Predicted	4	45.426	5	1	0.43	2	370.2188	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 371.24@cid35.00 [90.00-755.00]	2.50	1.07
534700	1309	Predicted	4	47.418	6	1	0.44	2	385.7178	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 385.72@cid35.00 [95.00-785.00]	2.50	1.07
534700	1310	Predicted	4	100.000	7	1	0.65	2	364.7465	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.75@cid35.00 [90.00-740.00]	2.50	1.07
534700	1311	Predicted	4	100.000	8	1	0.65	2	358.2492	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 358.25@cid35.00 [85.00-730.00]	2.50	1.07
534700	1312	Predicted	4	100.000	9	1	0.65	2	379.6870	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 379.69@cid35.00 [90.00-770.00]	2.50	1.07
534700	1313	Predicted	4	100.000	10	1	0.65	2	382.2327	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 382.23@cid35.00 [95.00-775.00]	2.50	1.07
534700	1314	Predicted	4	100.000	11	1	0.68	2	525.3206	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 525.32@cid35.00 [130.00-1065.00]	2.50	1.05
534700	1315	On	1	4.398	1	0	0.35	2	314.7014	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.05
534700	1316	Predicted	4	98.057	2	1	0.63	2	338.1863	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 338.19@cid35.00 [80.00-690.00]	2.50	1.05
534700	1317	Predicted	4	100.000	3	1	0.68	2	523.8078	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 523.81@cid35.00 [130.00-1060.00]	2.50	1.05
534700	1318	Predicted	4	83.879	4	1	0.58	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 356.23@cid35.00 [85.00-725.00]	2.49	1.05
534700	1319	Predicted	4	100.000	5	1	0.64	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 333.19@cid35.00 [80.00-680.00]	2.49	1.05
534700	1320	Predicted	4	100.000	6	1	0.68	2	514.3237	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 514.32@cid35.00 [130.00-1040.00]	2.49	1.05
534700	1321	Predicted	4	100.000	7	1	0.66	2	431.2436	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 431.24@cid35.00 [105.00-875.00]	2.50	1.05
534700	1322	Predicted	4	100.000	8	1	0.68	3	330.5135	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 330.51@cid35.00 [80.00-1005.00]	2.50	1.05
534700	1323	Predicted	4	100.000	9	1	0.67	2	458.2770	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 458.28@cid35.00 [115.00-930.00]	2.49	0.99
534700	1324	Predicted	4	100.000	10	1	0.68	2	549.2719	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 549.27@cid35.00 [140.00-1110.00]	2.49	0.99
534700	1325	On	1	4.763	1	0	0.35	2	314.7013	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	0.99
534700	1326	Predicted	4	27.548	2	1	0.39	3	320.8626	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 320.86@cid35.00 [75.00-975.00]	2.49	0.99
534700	1327	Predicted	4	51.972	3	1	0.44	2	305.6964	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 305.70@cid35.00 [70.00-625.00]	2.50	0.99
534700	1328	Predicted	4	70.400	4	1	0.52	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 329.24@cid35.00 [80.00-670.00]	2.50	0.99
534700	1329	Predicted	4	69.394	5	1	0.54	2	453.7613	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]	2.50	0.99
534700	1330	Predicted	4	100.000	6	1	0.66	2	418.2148	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 418.21@cid35.00 [105.00-850.00]	2.50	0.99
534700	1331	Predicted	4	100.000	7	1	0.71	3	415.2154	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 415.22@cid35.00 [100.00-1260.00]	2.50	1.04
534700	1332	Predicted	4	100.000	8	1	0.65	2	362.2392	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 362.24@cid35.00 [85.00-735.00]	2.50	1.04
534700	1333	Predicted	4	100.000	9	1	0.64	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 337.20@cid35.00 [80.00-685.00]	2.50	1.04
534700	1334	Predicted	4	100.000	10	1	0.64	2	354.2302	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 355.23@cid35.00 [85.00-725.00]	2.50	1.04
534700	1335	On	1	4.512	1	0	0.35	2	314.7014	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.04
534700	1336	Predicted	4	26.594	2	1	0.35	2	326.6873	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 326.69@cid35.00 [75.00-665.00]	2.50	1.04
534700	1337	Predicted	4	30.407	3	1	0.36	2	344.1789	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 344.18@cid35.00 [80.00-700.00]	2.50	1.04
534700	1338	Predicted	4	49.490	4	1	0.46	2	426.2579	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 426.26@cid35.00 [105.00-865.00]	2.50	1.04
534700	1339	Predicted	4	85.340	5	1	0.62	3	334.7988	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 334.80@cid35.00 [80.00-1015.00]	2.50	1.04
534700	1340	Predicted	4	38.441	6	1	0.40	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 351.74@cid35.00 [85.00-715.00]	2.50	1.04
534700	1341	Predicted	4	72.504	7	1	0.61	3	466.2532	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-1410.00]	2.49	1.02
534700	1342	Predicted	4	100.000	8	1	0.66	2	443.2633	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 443.26@cid35.00 [110.00-900.00]	2.49	1.02
534700	1343	Predicted	4	100.000	9	1	0.67	2	501.6945	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 501.69@cid35.00 [125.00-1015.00]	2.49	1.02
534700	1344	On	1	4.344	1	0	0.35	2	314.7014	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.05
534700	1345	Predicted	4	32.783	2	1	0.38	2	368.7252	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 369.73@cid35.00 [90.00-750.00]	2.50	1.05
534700	1346	Predicted	4	77.120	3	1	0.55	2	322.2200	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 322.72@cid35.00 [75.00-660.00]	2.50	1.05
534700	1347	On	1	4.964	1	0	0.35	2	314.7014	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.05
534700	1348	Predicted	4	3.851	2	1	0.25	2	314.7014	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 314.70@cid35.00 [75.00-640.00]	2.50	1.05
534700	1349	Predicted	4	5.391	3	1	0.27	2	399.7552	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 399.76@cid35.00 [100.00-810.00]	2.50	1.04
534700	1350	Predicted	4	6.420	4	1	0.31	3	349.5403	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 349.54@cid35.00 [85.00-1060.00]	2.50	1.04
534700	1351	Predicted	4	10.596	5	1	0.29	2	368.7252	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 368.73@cid35.00 [90.00-750.00]	2.50	1.04
534700	1352	Predicted	4	100.000	6	1	0.64	2	319.7064	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 319.71@cid35.00 [75.00-650.00]	2.50	1.04
534700	1353	Predicted	4	100.000	7	1	0.65	2	388.2001	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 388.20@cid35.00 [95.00-790.00]	2.50	1.04
534700	1354	Predicted	4	100.000	8	1	0.66	2	434.7497	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 434.75@cid35.00 [105.00-880.00]	2.50	1.06
534700	1355	Predicted	4	100.000	9	1	0.67	2	481.2933	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 481.29@cid35.00 [120.00-975.00]	2.50	1.06
534700	1356	Predicted	4	100.000	10	1	0.65	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 384.70@cid35.00 [95.00-780.00]	2.50	1.06
534700	1357	On	1	4.380	1	0	0.35	2	314.7015	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	1.05
534700	1358	On	1	4.734	1	0	0.35	2	314.7016	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.49	1.05
534700	1359	Predicted	4	100.000	2	1	0.63	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 304.69@cid35.00 [70.00-620.00]	2.49	1.05
534700	1360	On	1	3.489	1	0	0.35	2	314.7016	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.00
534700	1361	Predicted	4	20.749	2	1	0.33	2	379.7521	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 379.75@cid35.00 [90.00-770.00]	2.50	1.00
534700	1362	Predicted	4	37.593	3	1	0.40	2	394.2314	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 394.23@cid35.00 [95.00-800.00]	2.50	1.00
534700	1363	Predicted	4	42.167	4	1	0.44	3	302.8433	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 302.84@cid35.00 [70.00-920.00]	2.50	1.00
534700	1364	Predicted	4	60.575	5	1	0.49	2	364.7590	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 364.76@cid35.00 [90.00-740.00]	2.50	1.00
534700	1365	Predicted	4	19.453	6	1	0.33	2	371.2442	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 371.75@cid35.00 [90.00-755.00]	2.50	0.99
534700	1366	Predicted	4	100.000	7	1	0.65	2	381.2050	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 382.23@cid35.00 [95.00-775.00]	2.50	0.99
534700	1367	On	1	4.845	1	0	0.35	2	368.7247	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.99
534700	1368	Predicted	4	86.533	2	1	0.59	2	354.2298	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 354.23@cid35.00 [85.00-720.00]	2.50	0.99
534700	1369	Predicted	4	100.000	3	1	0.65	2	397.2237	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 397.22@cid35.00 [95.00-805.00]	2.50	1.06
534700	1370	Predicted	4	100.000	4	1	0.68	2	504.2567	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 504.26@cid35.00 [125.00-1020.00]	2.50	1.06
534700	1371	Predicted	4	100.000	5	1	0.67	2	491.7988	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 491.80@cid35.00 [125.00-995.00]	2.50	1.06
534700	1372	Predicted	4	100.000	6	1	0.65	2	385.7174	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 386.72@cid35.00 [95.00-785.00]	2.50	0.99
534700	1373	On	1	5.719	1	0	0.35	2	368.7249	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	0.99
534700	1374	Predicted	4	24.951	2	1	0.38	2	523.8080	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 523.81@cid35.00 [130.00-1060.00]	2.50	0.99
534700	1375	Predicted	4	100.000	3	1	0.68	3	336.5068	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 336.51@cid35.00 [80.00-1020.00]	2.50	1.04
534700	1376	Predicted	4	100.000	4	1	0.66	2	431.2423	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 431.24@cid35.00 [105.00-875.00]	2.50	1.04
534700	1377	Predicted	4	100.000	5	1	0.68	2	514.3238	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 514.32@cid35.00 [130.00-1040.00]	2.50	1.04
534700	1378	Predicted	4	100.000	6	1	0.71	3	411.5309	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 411.86@cid35.00 [100.00-1250.00]	2.50	1.02
534700	1379	Predicted	4	100.000	7	1	0.66	2	451.2810	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 451.28@cid35.00 [110.00-915.00]	2.50	1.02
534700	1380	Predicted	4	100.000	8	1	0.65	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 396.24@cid35.00 [95.00-805.00]	2.50	1.02
534700	1381	On	1	5.203	1	0	0.35	3	349.5403	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.01
534700	1382	Predicted	4	100.000	2	1	0.67	2	453.7617	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 453.76@cid35.00 [110.00-920.00]	2.50	1.01
534700	1383	Predicted	4	100.000	3	1	0.66	2	418.2148	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 418.21@cid35.00 [105.00-850.00]	2.50	1.01
534700	1384	Predicted	4	100.000	4	1	0.63	2	305.6966	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 306.71@cid35.00 [70.00-625.00]	2.50	1.06
534700	1385	On	1	5.936	1	0	0.35	3	349.5401	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.06
534700	1386	Predicted	4	100.000	2	1	0.64	2	0	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 338.19@cid35.00 [80.00-690.00]	2.50	1.06
534700	1387	Predicted	4	100.000	3	1	0.65	2	358.2487	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 358.25@cid35.00 [85.00-730.00]	2.50	1.06
534700	1388	Predicted	4	100.000	4	1	0.66	2	436.7502	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 436.75@cid35.00 [110.00-885.00]	2.50	1.02
534700	1389	On	1	5.972	1	0	0.35	3	349.5401	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.02
534700	1390	Predicted	4	100.000	2	1	0.66	2	422.7712	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 422.77@cid35.00 [105.00-860.00]	2.50	1.02
534700	1391	Predicted	4	100.000	3	1	0.68	2	505.7761	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 506.28@cid35.00 [125.00-1025.00]	2.50	1.03
534700	1392	Predicted	4	100.000	4	1	0.68	2	530.7992	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 530.80@cid35.00 [135.00-1075.00]	2.50	1.03
534700	1393	Predicted	4	100.000	5	1	0.70	2	617.2916	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 617.29@cid35.00 [155.00-1245.00]	2.50	1.03
534700	1394	On	1	5.117	1	0	0.35	3	349.5402	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.03
534700	1395	Predicted	4	35.959	2	1	0.39	2	344.2044	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 344.20@cid35.00 [80.00-700.00]	2.50	1.03
534700	1396	Predicted	4	96.594	3	1	0.71	3	466.2540	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 466.25@cid35.00 [115.00-1410.00]	2.50	1.03
534700	1397	Predicted	4	100.000	4	1	0.68	3	331.5151	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 331.52@cid35.00 [80.00-1005.00]	2.50	1.03
534700	1398	Predicted	4	100.000	5	1	0.66	2	426.2584	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 426.26@cid35.00 [105.00-865.00]	2.50	1.03
534700	1399	Predicted	4	100.000	6	1	0.68	2	508.7756	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 508.78@cid35.00 [130.00-1030.00]	2.50	1.03
534700	1400	On	1	7.007	1	0	0.35	3	349.5401	0	T=1e6 iWf	MCal=15d RF=2300V	60000	148288623.372	-124350090.551		FTMS + p NSI Full ms [300.00-1800.00]	2.50	1.01
534700	1401	Predicted	4	5.333	2	1	0.31	3	349.5401	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 349.54@cid35.00 [85.00-1060.00]	2.50	1.01
534700	1402	Predicted	4	8.313	3	1	0.28	2	368.7249	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 368.72@cid35.00 [90.00-750.00]	2.50	1.01
534700	1403	Predicted	4	18.065	4	1	0.31	2	314.7017	2.0			0	0	0	cid	ITMS + c NSI d Full ms2 314.70@cid35.00 [75.00-640.00]	2.50	1.01
