ScanNumber	ScanTime	ScanType	ScanTypeName	PrecursorMz	ScanFilterText
5490	56.149	2	CID-MSn	442.6	ITMS + c NSI d Full ms2 442.60@cid35.00 [110.00-1340.00]
5491	56.1556	2	CID-MSn	537.28	ITMS + c NSI d Full ms2 537.28@cid35.00 [135.00-2000.00]
5492	56.1644	2	CID-MSn	684.38	ITMS + c NSI d Full ms2 684.38@cid35.00 [175.00-2000.00]
5493	56.1743	2	CID-MSn	374.26	ITMS + c NSI d Full ms2 374.26@cid35.00 [90.00-1135.00]
5494	56.1841	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5495	56.1949	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5496	56.2057	2	CID-MSn	463.6	ITMS + c NSI d Full ms2 463.60@cid35.00 [115.00-1405.00]
5497	56.2183	2	CID-MSn	715.7	ITMS + c NSI d Full ms2 715.70@cid35.00 [185.00-2000.00]
5498	56.232	2	CID-MSn	641.02	ITMS + c NSI d Full ms2 641.02@cid35.00 [165.00-1935.00]
5499	56.2456	2	CID-MSn	510.96	ITMS + c NSI d Full ms2 510.96@cid35.00 [130.00-1545.00]
5501	56.2647	2	CID-MSn	663.4	ITMS + c NSI d Full ms2 663.40@cid35.00 [170.00-1340.00]
5502	56.2771	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
5503	56.2898	2	CID-MSn	755.74	ITMS + c NSI d Full ms2 755.74@cid35.00 [195.00-2000.00]
5504	56.3035	2	CID-MSn	493.62	ITMS + c NSI d Full ms2 493.62@cid35.00 [125.00-1495.00]
5505	56.3164	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5506	56.3282	2	CID-MSn	378.59	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]
5507	56.3405	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
5508	56.3541	2	CID-MSn	825.73	ITMS + c NSI d Full ms2 825.73@cid35.00 [215.00-2000.00]
5509	56.3678	2	CID-MSn	386.21	ITMS + c NSI d Full ms2 386.21@cid35.00 [95.00-1170.00]
5510	56.3801	2	CID-MSn	595.36	ITMS + c NSI d Full ms2 595.36@cid35.00 [150.00-1800.00]
5512	56.3998	2	CID-MSn	403.6	ITMS + c NSI d Full ms2 403.60@cid35.00 [100.00-1225.00]
5513	56.4062	2	CID-MSn	454.26	ITMS + c NSI d Full ms2 454.26@cid35.00 [115.00-1830.00]
5514	56.4146	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5515	56.4227	2	CID-MSn	480.94	ITMS + c NSI d Full ms2 480.94@cid35.00 [120.00-1455.00]
5516	56.4308	2	CID-MSn	770.71	ITMS + c NSI d Full ms2 770.71@cid35.00 [200.00-2000.00]
5517	56.4445	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
5518	56.4583	2	CID-MSn	364.45	ITMS + c NSI d Full ms2 364.45@cid35.00 [90.00-1470.00]
5519	56.4712	2	CID-MSn	357.69	ITMS + c NSI d Full ms2 357.69@cid35.00 [85.00-730.00]
5520	56.4825	2	CID-MSn	627.65	ITMS + c NSI d Full ms2 627.65@cid35.00 [160.00-1895.00]
5521	56.496	2	CID-MSn	807.12	ITMS + c NSI d Full ms2 807.12@cid35.00 [210.00-2000.00]
5523	56.5159	2	CID-MSn	560.37	ITMS + c NSI d Full ms2 560.37@cid35.00 [140.00-1135.00]
5524	56.528	2	CID-MSn	389.88	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]
5525	56.5403	2	CID-MSn	682.73	ITMS + c NSI d Full ms2 682.73@cid35.00 [175.00-2000.00]
5526	56.554	2	CID-MSn	659.02	ITMS + c NSI d Full ms2 659.02@cid35.00 [170.00-1990.00]
5527	56.5677	2	CID-MSn	466.01	ITMS + c NSI d Full ms2 466.01@cid35.00 [115.00-1875.00]
5528	56.5813	2	CID-MSn	512.55	ITMS + c NSI d Full ms2 512.55@cid35.00 [130.00-2000.00]
5529	56.5952	2	CID-MSn	412.92	ITMS + c NSI d Full ms2 412.92@cid35.00 [100.00-1250.00]
5530	56.6075	2	CID-MSn	615.66	ITMS + c NSI d Full ms2 615.66@cid35.00 [155.00-1860.00]
5531	56.621	2	CID-MSn	430.42	ITMS + c NSI d Full ms2 430.42@cid35.00 [105.00-2000.00]
5532	56.6348	2	CID-MSn	612	ITMS + c NSI d Full ms2 612.00@cid35.00 [155.00-1850.00]
5534	56.6543	2	CID-MSn	537.28	ITMS + c NSI d Full ms2 537.28@cid35.00 [135.00-2000.00]
5535	56.6632	2	CID-MSn	605.35	ITMS + c NSI d Full ms2 605.35@cid35.00 [155.00-1830.00]
5536	56.6731	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5537	56.6836	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5538	56.6953	2	CID-MSn	442.6	ITMS + c NSI d Full ms2 442.60@cid35.00 [110.00-1340.00]
5539	56.7078	2	CID-MSn	611.33	ITMS + c NSI d Full ms2 611.33@cid35.00 [155.00-1845.00]
5540	56.7213	2	CID-MSn	641.02	ITMS + c NSI d Full ms2 641.02@cid35.00 [165.00-1935.00]
5541	56.7349	2	CID-MSn	716.04	ITMS + c NSI d Full ms2 716.04@cid35.00 [185.00-2000.00]
5542	56.7486	2	CID-MSn	463.6	ITMS + c NSI d Full ms2 463.60@cid35.00 [115.00-1405.00]
5543	56.7613	2	CID-MSn	429.82	ITMS + c NSI d Full ms2 429.82@cid35.00 [105.00-2000.00]
5545	56.7811	2	CID-MSn	601.33	ITMS + c NSI d Full ms2 601.33@cid35.00 [155.00-1815.00]
5546	56.7914	2	CID-MSn	594	ITMS + c NSI d Full ms2 594.00@cid35.00 [150.00-1795.00]
5547	56.8047	2	CID-MSn	497.29	ITMS + c NSI d Full ms2 497.29@cid35.00 [125.00-1005.00]
5548	56.8166	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
5549	56.8294	2	CID-MSn	386.22	ITMS + c NSI d Full ms2 386.22@cid35.00 [95.00-1170.00]
5550	56.8416	2	CID-MSn	820.4	ITMS + c NSI d Full ms2 820.40@cid35.00 [215.00-2000.00]
5551	56.8554	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5552	56.8672	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
5553	56.881	2	CID-MSn	378.59	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]
5554	56.8932	2	CID-MSn	631.61	ITMS + c NSI d Full ms2 631.61@cid35.00 [160.00-2000.00]
5556	56.9129	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5557	56.9214	2	CID-MSn	454.26	ITMS + c NSI d Full ms2 454.26@cid35.00 [115.00-1830.00]
5558	56.9304	2	CID-MSn	680.62	ITMS + c NSI d Full ms2 680.62@cid35.00 [175.00-2000.00]
5559	56.9434	2	CID-MSn	567.32	ITMS + c NSI d Full ms2 567.32@cid35.00 [145.00-1715.00]
5560	56.9566	2	CID-MSn	481.02	ITMS + c NSI d Full ms2 481.02@cid35.00 [120.00-1935.00]
5561	56.9703	2	CID-MSn	543.31	ITMS + c NSI d Full ms2 543.31@cid35.00 [135.00-1100.00]
5562	56.9823	2	CID-MSn	771.04	ITMS + c NSI d Full ms2 771.04@cid35.00 [200.00-2000.00]
5563	56.996	2	CID-MSn	403.6	ITMS + c NSI d Full ms2 403.60@cid35.00 [100.00-1225.00]
5564	57.0083	2	CID-MSn	511.29	ITMS + c NSI d Full ms2 511.29@cid35.00 [130.00-1545.00]
5565	57.0212	2	CID-MSn	545.31	ITMS + c NSI d Full ms2 545.31@cid35.00 [140.00-2000.00]
5567	57.0416	2	CID-MSn	440.28	ITMS + c NSI d Full ms2 440.28@cid35.00 [110.00-1335.00]
5568	57.052	2	CID-MSn	673.37	ITMS + c NSI d Full ms2 673.37@cid35.00 [175.00-1360.00]
5569	57.0644	2	CID-MSn	412.55	ITMS + c NSI d Full ms2 412.55@cid35.00 [100.00-1250.00]
5570	57.0767	2	CID-MSn	826.07	ITMS + c NSI d Full ms2 826.07@cid35.00 [215.00-2000.00]
5571	57.0906	2	CID-MSn	465.76	ITMS + c NSI d Full ms2 465.76@cid35.00 [115.00-945.00]
5572	57.1023	2	CID-MSn	825.4	ITMS + c NSI d Full ms2 825.40@cid35.00 [215.00-2000.00]
5573	57.1159	2	CID-MSn	727.07	ITMS + c NSI d Full ms2 727.07@cid35.00 [190.00-2000.00]
5574	57.1296	2	CID-MSn	841.81	ITMS + c NSI d Full ms2 841.81@cid35.00 [220.00-2000.00]
5575	57.1433	2	CID-MSn	485.3	ITMS + c NSI d Full ms2 485.30@cid35.00 [120.00-1470.00]
5576	57.1561	2	CID-MSn	416.62	ITMS + c NSI d Full ms2 416.62@cid35.00 [100.00-1260.00]
5578	57.1745	2	CID-MSn	537.28	ITMS + c NSI d Full ms2 537.28@cid35.00 [135.00-2000.00]
5579	57.1838	2	CID-MSn	477.95	ITMS + c NSI d Full ms2 477.95@cid35.00 [120.00-1445.00]
5580	57.1933	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5581	57.2049	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5582	57.2165	2	CID-MSn	605.35	ITMS + c NSI d Full ms2 605.35@cid35.00 [155.00-1830.00]
5583	57.2299	2	CID-MSn	456.99	ITMS + c NSI d Full ms2 456.99@cid35.00 [115.00-1840.00]
5584	57.2435	2	CID-MSn	548.35	ITMS + c NSI d Full ms2 548.35@cid35.00 [140.00-1110.00]
5585	57.2554	2	CID-MSn	640.69	ITMS + c NSI d Full ms2 640.69@cid35.00 [165.00-1935.00]
5586	57.2691	2	CID-MSn	442.6	ITMS + c NSI d Full ms2 442.60@cid35.00 [110.00-1340.00]
5587	57.2816	2	CID-MSn	389.88	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]
5589	57.2998	2	CID-MSn	820.4	ITMS + c NSI d Full ms2 820.40@cid35.00 [215.00-2000.00]
5590	57.3083	2	CID-MSn	399.9	ITMS + c NSI d Full ms2 399.90@cid35.00 [100.00-1210.00]
5591	57.3206	2	CID-MSn	386.22	ITMS + c NSI d Full ms2 386.22@cid35.00 [95.00-1170.00]
5592	57.3328	2	CID-MSn	463.94	ITMS + c NSI d Full ms2 463.94@cid35.00 [115.00-1405.00]
5593	57.3454	2	CID-MSn	784.43	ITMS + c NSI d Full ms2 784.43@cid35.00 [205.00-2000.00]
5594	57.3592	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5595	57.3709	2	CID-MSn	716.04	ITMS + c NSI d Full ms2 716.04@cid35.00 [185.00-2000.00]
5596	57.3848	2	CID-MSn	495.01	ITMS + c NSI d Full ms2 495.01@cid35.00 [125.00-1995.00]
5597	57.3986	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
5598	57.4123	2	CID-MSn	631.61	ITMS + c NSI d Full ms2 631.61@cid35.00 [160.00-2000.00]
5600	57.4321	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5601	57.4419	2	CID-MSn	625.64	ITMS + c NSI d Full ms2 625.64@cid35.00 [160.00-1890.00]
5602	57.4514	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
5603	57.4622	2	CID-MSn	569.56	ITMS + c NSI d Full ms2 569.56@cid35.00 [145.00-2000.00]
5604	57.4747	2	CID-MSn	481.02	ITMS + c NSI d Full ms2 481.02@cid35.00 [120.00-1935.00]
5605	57.4884	2	CID-MSn	567.32	ITMS + c NSI d Full ms2 567.32@cid35.00 [145.00-1715.00]
5606	57.5016	2	CID-MSn	542.81	ITMS + c NSI d Full ms2 542.81@cid35.00 [135.00-1100.00]
5607	57.5136	2	CID-MSn	439.5	ITMS + c NSI d Full ms2 439.50@cid35.00 [110.00-1770.00]
5608	57.527	2	CID-MSn	545.56	ITMS + c NSI d Full ms2 545.56@cid35.00 [140.00-2000.00]
5609	57.5408	2	CID-MSn	534.28	ITMS + c NSI d Full ms2 534.28@cid35.00 [135.00-2000.00]
5611	57.5608	2	CID-MSn	483.28	ITMS + c NSI d Full ms2 483.28@cid35.00 [120.00-1460.00]
5612	57.5735	2	CID-MSn	660.02	ITMS + c NSI d Full ms2 660.02@cid35.00 [170.00-1995.00]
5613	57.5869	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
5614	57.5999	2	CID-MSn	378.59	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]
5615	57.6121	2	CID-MSn	416.28	ITMS + c NSI d Full ms2 416.28@cid35.00 [100.00-1260.00]
5616	57.6246	2	CID-MSn	711.7	ITMS + c NSI d Full ms2 711.70@cid35.00 [185.00-2000.00]
5617	57.6383	2	CID-MSn	759.08	ITMS + c NSI d Full ms2 759.08@cid35.00 [195.00-2000.00]
5618	57.652	2	CID-MSn	452.6	ITMS + c NSI d Full ms2 452.60@cid35.00 [110.00-1370.00]
5619	57.6646	2	CID-MSn	572.35	ITMS + c NSI d Full ms2 572.35@cid35.00 [145.00-1155.00]
5620	57.6766	2	CID-MSn	825.73	ITMS + c NSI d Full ms2 825.73@cid35.00 [215.00-2000.00]
5622	57.6964	2	CID-MSn	657.39	ITMS + c NSI d Full ms2 657.39@cid35.00 [170.00-1325.00]
5623	57.7049	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5624	57.7171	2	CID-MSn	537.03	ITMS + c NSI d Full ms2 537.03@cid35.00 [135.00-2000.00]
5625	57.7281	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5626	57.7404	2	CID-MSn	477.95	ITMS + c NSI d Full ms2 477.95@cid35.00 [120.00-1445.00]
5627	57.7531	2	CID-MSn	618.55	ITMS + c NSI d Full ms2 618.55@cid35.00 [160.00-2000.00]
5628	57.7668	2	CID-MSn	539.07	ITMS + c NSI d Full ms2 539.07@cid35.00 [135.00-2000.00]
5629	57.7806	2	CID-MSn	858.81	ITMS + c NSI d Full ms2 858.81@cid35.00 [225.00-2000.00]
5630	57.7943	2	CID-MSn	641.02	ITMS + c NSI d Full ms2 641.02@cid35.00 [165.00-1935.00]
5631	57.8079	2	CID-MSn	605.35	ITMS + c NSI d Full ms2 605.35@cid35.00 [155.00-1830.00]
5633	57.8275	2	CID-MSn	820.4	ITMS + c NSI d Full ms2 820.40@cid35.00 [215.00-2000.00]
5634	57.8359	2	CID-MSn	563.3	ITMS + c NSI d Full ms2 563.30@cid35.00 [145.00-1700.00]
5635	57.8449	2	CID-MSn	495.01	ITMS + c NSI d Full ms2 495.01@cid35.00 [125.00-1995.00]
5636	57.8565	2	CID-MSn	386.22	ITMS + c NSI d Full ms2 386.22@cid35.00 [95.00-1170.00]
5637	57.8686	2	CID-MSn	664.71	ITMS + c NSI d Full ms2 664.71@cid35.00 [170.00-2000.00]
5638	57.8825	2	CID-MSn	312.46	ITMS + c NSI d Full ms2 312.46@cid35.00 [75.00-1260.00]
5639	57.8951	2	CID-MSn	389.88	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]
5640	57.9073	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5641	57.9191	2	CID-MSn	754.73	ITMS + c NSI d Full ms2 754.73@cid35.00 [195.00-2000.00]
5642	57.9328	2	CID-MSn	420.28	ITMS + c NSI d Full ms2 420.28@cid35.00 [105.00-1275.00]
5644	57.9514	2	CID-MSn	620.37	ITMS + c NSI d Full ms2 620.37@cid35.00 [160.00-1255.00]
5645	57.962	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5646	57.9723	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
5647	57.9822	2	CID-MSn	625.64	ITMS + c NSI d Full ms2 625.64@cid35.00 [160.00-1890.00]
5648	57.9958	2	CID-MSn	463.94	ITMS + c NSI d Full ms2 463.94@cid35.00 [115.00-1405.00]
5649	58.0084	2	CID-MSn	767.73	ITMS + c NSI d Full ms2 767.73@cid35.00 [200.00-2000.00]
5650	58.0221	2	CID-MSn	528.95	ITMS + c NSI d Full ms2 528.95@cid35.00 [135.00-1600.00]
5651	58.0351	2	CID-MSn	457.26	ITMS + c NSI d Full ms2 457.26@cid35.00 [115.00-1385.00]
5652	58.0477	2	CID-MSn	906.82	ITMS + c NSI d Full ms2 906.82@cid35.00 [235.00-2000.00]
5653	58.0613	2	CID-MSn	481.02	ITMS + c NSI d Full ms2 481.02@cid35.00 [120.00-1935.00]
5655	58.0812	2	CID-MSn	568.63	ITMS + c NSI d Full ms2 568.63@cid35.00 [145.00-1720.00]
5656	58.0917	2	CID-MSn	445.59	ITMS + c NSI d Full ms2 445.59@cid35.00 [110.00-1350.00]
5657	58.1043	2	CID-MSn	542.81	ITMS + c NSI d Full ms2 542.81@cid35.00 [135.00-1100.00]
5658	58.1163	2	CID-MSn	452.6	ITMS + c NSI d Full ms2 452.60@cid35.00 [110.00-1370.00]
5659	58.1289	2	CID-MSn	416.28	ITMS + c NSI d Full ms2 416.28@cid35.00 [100.00-1260.00]
5660	58.1413	2	CID-MSn	483.28	ITMS + c NSI d Full ms2 483.28@cid35.00 [120.00-1460.00]
5661	58.154	2	CID-MSn	844.95	ITMS + c NSI d Full ms2 844.95@cid35.00 [220.00-1700.00]
5662	58.167	2	CID-MSn	668.39	ITMS + c NSI d Full ms2 668.39@cid35.00 [170.00-1350.00]
5663	58.1794	2	CID-MSn	713.02	ITMS + c NSI d Full ms2 713.02@cid35.00 [185.00-2000.00]
5664	58.1932	2	CID-MSn	573.96	ITMS + c NSI d Full ms2 573.96@cid35.00 [145.00-1735.00]
5666	58.2124	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5667	58.2233	2	CID-MSn	382.21	ITMS + c NSI d Full ms2 382.21@cid35.00 [95.00-1160.00]
5668	58.2355	2	CID-MSn	537.03	ITMS + c NSI d Full ms2 537.03@cid35.00 [135.00-2000.00]
5669	58.2476	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5670	58.2597	2	CID-MSn	541.29	ITMS + c NSI d Full ms2 541.29@cid35.00 [135.00-1635.00]
5671	58.2728	2	CID-MSn	623.7	ITMS + c NSI d Full ms2 623.70@cid35.00 [160.00-1885.00]
5672	58.2863	2	CID-MSn	618.8	ITMS + c NSI d Full ms2 618.80@cid35.00 [160.00-2000.00]
5673	58.3	2	CID-MSn	726.75	ITMS + c NSI d Full ms2 726.75@cid35.00 [190.00-2000.00]
5674	58.3137	2	CID-MSn	825.73	ITMS + c NSI d Full ms2 825.73@cid35.00 [215.00-2000.00]
5675	58.3274	2	CID-MSn	539.07	ITMS + c NSI d Full ms2 539.07@cid35.00 [135.00-2000.00]
5677	58.3472	2	CID-MSn	563.3	ITMS + c NSI d Full ms2 563.30@cid35.00 [145.00-1700.00]
5678	58.3551	2	CID-MSn	820.4	ITMS + c NSI d Full ms2 820.40@cid35.00 [215.00-2000.00]
5679	58.3641	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5680	58.3759	2	CID-MSn	495.01	ITMS + c NSI d Full ms2 495.01@cid35.00 [125.00-1995.00]
5681	58.3898	2	CID-MSn	378.59	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]
5682	58.402	2	CID-MSn	572.82	ITMS + c NSI d Full ms2 572.82@cid35.00 [145.00-1160.00]
5683	58.414	2	CID-MSn	792.93	ITMS + c NSI d Full ms2 792.93@cid35.00 [205.00-1600.00]
5684	58.4269	2	CID-MSn	742.44	ITMS + c NSI d Full ms2 742.44@cid35.00 [190.00-2000.00]
5685	58.4406	2	CID-MSn	828.77	ITMS + c NSI d Full ms2 828.77@cid35.00 [215.00-2000.00]
5686	58.4542	2	CID-MSn	796.42	ITMS + c NSI d Full ms2 796.42@cid35.00 [205.00-2000.00]
5688	58.474	2	CID-MSn	528.95	ITMS + c NSI d Full ms2 528.95@cid35.00 [135.00-1600.00]
5689	58.4821	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
5690	58.4926	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5691	58.503	2	CID-MSn	621.58	ITMS + c NSI d Full ms2 621.58@cid35.00 [160.00-2000.00]
5692	58.5134	2	CID-MSn	828.13	ITMS + c NSI d Full ms2 828.13@cid35.00 [215.00-2000.00]
5693	58.5253	2	CID-MSn	457.6	ITMS + c NSI d Full ms2 457.60@cid35.00 [115.00-1385.00]
5694	58.5379	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
5695	58.5516	2	CID-MSn	717.71	ITMS + c NSI d Full ms2 717.71@cid35.00 [185.00-2000.00]
5696	58.5653	2	CID-MSn	717.05	ITMS + c NSI d Full ms2 717.05@cid35.00 [185.00-2000.00]
5697	58.5791	2	CID-MSn	464.27	ITMS + c NSI d Full ms2 464.27@cid35.00 [115.00-1405.00]
5699	58.5981	2	CID-MSn	851.09	ITMS + c NSI d Full ms2 851.09@cid35.00 [220.00-2000.00]
5700	58.6077	2	CID-MSn	713.02	ITMS + c NSI d Full ms2 713.02@cid35.00 [185.00-2000.00]
5701	58.6214	2	CID-MSn	516.61	ITMS + c NSI d Full ms2 516.61@cid35.00 [130.00-1560.00]
5702	58.6343	2	CID-MSn	416.28	ITMS + c NSI d Full ms2 416.28@cid35.00 [100.00-1260.00]
5703	58.6467	2	CID-MSn	906.48	ITMS + c NSI d Full ms2 906.48@cid35.00 [235.00-2000.00]
5704	58.6603	2	CID-MSn	724.59	ITMS + c NSI d Full ms2 724.59@cid35.00 [185.00-2000.00]
5705	58.6741	2	CID-MSn	364.45	ITMS + c NSI d Full ms2 364.45@cid35.00 [90.00-1470.00]
5706	58.6869	2	CID-MSn	452.6	ITMS + c NSI d Full ms2 452.60@cid35.00 [110.00-1370.00]
5707	58.6995	2	CID-MSn	439.5	ITMS + c NSI d Full ms2 439.50@cid35.00 [110.00-1770.00]
5708	58.7129	2	CID-MSn	543.31	ITMS + c NSI d Full ms2 543.31@cid35.00 [135.00-1100.00]
5710	58.731	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
5711	58.741	2	CID-MSn	382.21	ITMS + c NSI d Full ms2 382.21@cid35.00 [95.00-1160.00]
5712	58.7502	2	CID-MSn	389.88	ITMS + c NSI d Full ms2 389.88@cid35.00 [95.00-1180.00]
5713	58.7598	2	CID-MSn	376.21	ITMS + c NSI d Full ms2 376.21@cid35.00 [90.00-1140.00]
5714	58.7721	2	CID-MSn	624.03	ITMS + c NSI d Full ms2 624.03@cid35.00 [160.00-1885.00]
5715	58.785	2	CID-MSn	537.28	ITMS + c NSI d Full ms2 537.28@cid35.00 [135.00-2000.00]
5716	58.7985	2	CID-MSn	856.42	ITMS + c NSI d Full ms2 856.42@cid35.00 [225.00-2000.00]
5717	58.8106	2	CID-MSn	858.08	ITMS + c NSI d Full ms2 858.08@cid35.00 [225.00-2000.00]
5718	58.8241	2	CID-MSn	454.26	ITMS + c NSI d Full ms2 454.26@cid35.00 [115.00-1830.00]
5719	58.8376	2	CID-MSn	568.54	ITMS + c NSI d Full ms2 568.54@cid35.00 [145.00-2000.00]
5721	58.8574	2	CID-MSn	820.73	ITMS + c NSI d Full ms2 820.73@cid35.00 [215.00-2000.00]
5722	58.8663	2	CID-MSn	820.07	ITMS + c NSI d Full ms2 820.07@cid35.00 [215.00-2000.00]
5723	58.876	2	CID-MSn	677.69	ITMS + c NSI d Full ms2 677.69@cid35.00 [175.00-2000.00]
5724	58.8886	2	CID-MSn	511.78	ITMS + c NSI d Full ms2 511.78@cid35.00 [130.00-1035.00]
5725	58.9005	2	CID-MSn	380.21	ITMS + c NSI d Full ms2 380.21@cid35.00 [90.00-1535.00]
5726	58.9135	2	CID-MSn	307.52	ITMS + c NSI d Full ms2 307.52@cid35.00 [70.00-935.00]
5727	58.9253	2	CID-MSn	862.09	ITMS + c NSI d Full ms2 862.09@cid35.00 [225.00-2000.00]
5728	58.9377	2	CID-MSn	781.41	ITMS + c NSI d Full ms2 781.41@cid35.00 [205.00-2000.00]
5729	58.9515	2	CID-MSn	890.15	ITMS + c NSI d Full ms2 890.15@cid35.00 [235.00-2000.00]
5730	58.965	2	CID-MSn	652.3	ITMS + c NSI d Full ms2 652.30@cid35.00 [165.00-2000.00]
5732	58.9848	2	CID-MSn	680.37	ITMS + c NSI d Full ms2 680.37@cid35.00 [175.00-2000.00]
5733	58.9943	2	CID-MSn	427.91	ITMS + c NSI d Full ms2 427.91@cid35.00 [105.00-1295.00]
5734	59.0047	2	CID-MSn	451.91	ITMS + c NSI d Full ms2 451.91@cid35.00 [110.00-1370.00]
5735	59.0158	2	CID-MSn	621.08	ITMS + c NSI d Full ms2 621.08@cid35.00 [160.00-2000.00]
5736	59.0265	2	CID-MSn	861.42	ITMS + c NSI d Full ms2 861.42@cid35.00 [225.00-2000.00]
5737	59.0363	2	CID-MSn	828.44	ITMS + c NSI d Full ms2 828.44@cid35.00 [215.00-2000.00]
5738	59.0479	2	CID-MSn	665.04	ITMS + c NSI d Full ms2 665.04@cid35.00 [170.00-2000.00]
5739	59.0616	2	CID-MSn	827.77	ITMS + c NSI d Full ms2 827.77@cid35.00 [215.00-2000.00]
5740	59.0743	2	CID-MSn	457.6	ITMS + c NSI d Full ms2 457.60@cid35.00 [115.00-1385.00]
5741	59.087	2	CID-MSn	378.59	ITMS + c NSI d Full ms2 378.59@cid35.00 [90.00-1150.00]
5743	59.1053	2	CID-MSn	851.09	ITMS + c NSI d Full ms2 851.09@cid35.00 [220.00-2000.00]
5744	59.1158	2	CID-MSn	542.81	ITMS + c NSI d Full ms2 542.81@cid35.00 [135.00-1100.00]
5745	59.1279	2	CID-MSn	499.96	ITMS + c NSI d Full ms2 499.96@cid35.00 [125.00-1510.00]
5746	59.1408	2	CID-MSn	671.38	ITMS + c NSI d Full ms2 671.38@cid35.00 [170.00-2000.00]
5747	59.1544	2	CID-MSn	907.15	ITMS + c NSI d Full ms2 907.15@cid35.00 [235.00-2000.00]
5748	59.168	2	CID-MSn	734.73	ITMS + c NSI d Full ms2 734.73@cid35.00 [190.00-2000.00]
5749	59.1817	2	CID-MSn	724.34	ITMS + c NSI d Full ms2 724.34@cid35.00 [185.00-2000.00]
5750	59.1955	2	CID-MSn	507.28	ITMS + c NSI d Full ms2 507.28@cid35.00 [125.00-1535.00]
5751	59.2083	2	CID-MSn	906.49	ITMS + c NSI d Full ms2 906.49@cid35.00 [235.00-2000.00]
5752	59.2219	2	CID-MSn	481.02	ITMS + c NSI d Full ms2 481.02@cid35.00 [120.00-1935.00]
5754	59.2417	2	CID-MSn	384.55	ITMS + c NSI d Full ms2 384.55@cid35.00 [95.00-1165.00]
